Age,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Employment_Years,Num_Dependents,Existing_Debt,Education_Level,Property_Ownership,Loan_Purpose,Num_Prev_Loans,Num_Late_Payments,Debt_To_Income,Loan_To_Income,Loan_Approved
31,107569,141496,36,385,4,1,78755,3,0,0,3,7,0.732,1.315,0
40,171480,84622,36,350,17,1,25939,3,0,0,3,4,0.151,0.493,0
36,41351,40929,60,411,13,0,46880,3,1,1,1,8,1.134,0.99,0
24,160203,66892,12,762,12,4,36843,1,0,1,0,2,0.23,0.418,1
26,69825,61630,60,741,31,0,78314,1,1,2,7,5,1.122,0.883,0
42,36349,145287,48,570,6,4,38930,3,1,3,6,3,1.071,3.997,1
46,69254,136025,60,643,7,4,29870,0,1,3,0,7,0.431,1.964,1
23,63225,92580,12,482,6,5,58144,1,1,2,0,0,0.92,1.464,0
61,37453,82462,60,802,15,5,58103,3,0,0,0,3,1.551,2.202,0
62,174886,118396,36,309,30,5,40770,0,1,3,7,6,0.233,0.677,0
34,174335,102037,24,793,26,3,30158,3,0,2,5,8,0.173,0.585,1
31,102694,100310,36,533,32,0,47401,1,1,0,5,0,0.462,0.977,1
38,40735,53928,24,597,28,2,12992,2,0,2,2,7,0.319,1.324,0
32,171902,94876,60,543,7,4,25390,2,0,1,1,1,0.148,0.552,1
43,72893,29976,48,808,32,4,45858,1,0,1,6,3,0.629,0.411,1
32,152006,129984,60,650,18,1,16756,0,0,0,6,3,0.11,0.855,0
33,70066,103256,12,566,20,3,21971,3,0,0,1,7,0.314,1.474,0
45,159445,105537,60,500,20,2,7071,1,0,1,2,1,0.044,0.662,0
39,166407,140772,24,538,24,5,46517,0,0,3,0,6,0.28,0.846,0
56,179813,114331,36,633,22,4,6586,3,0,3,4,2,0.037,0.636,0
28,35692,12526,48,714,10,1,19703,3,0,1,4,8,0.552,0.351,0
49,70541,108863,60,783,32,0,76177,1,0,3,7,4,1.08,1.543,0
52,190129,78366,60,736,19,4,36735,3,1,1,2,7,0.193,0.412,1
64,91983,61096,36,545,24,1,66358,2,0,2,6,4,0.721,0.664,0
38,175655,143982,48,307,25,0,39648,2,0,2,4,0,0.226,0.82,1
26,178837,76185,60,451,11,3,12129,3,0,2,3,8,0.068,0.426,0
38,179978,55248,60,691,31,5,36656,1,1,3,1,9,0.204,0.307,1
39,145747,138023,24,510,32,0,29665,3,1,2,4,6,0.204,0.947,0
42,110103,84888,24,666,9,4,13499,1,0,0,7,3,0.123,0.771,1
57,194302,99533,12,385,3,2,75888,1,0,0,5,6,0.391,0.512,1
52,175592,46954,36,354,14,0,19654,2,1,2,7,4,0.112,0.267,0
61,50566,94719,48,745,5,2,75653,2,0,0,5,9,1.496,1.873,1
23,98193,144876,60,603,26,2,69529,0,0,2,6,8,0.708,1.475,0
48,186206,5595,60,431,4,0,18982,1,1,2,6,1,0.102,0.03,1
30,166417,34592,12,720,4,3,79874,3,1,1,3,3,0.48,0.208,0
55,146015,45643,60,684,17,0,30173,1,0,2,7,5,0.207,0.313,1
49,197257,67665,36,497,27,1,37525,2,0,0,1,4,0.19,0.343,0
35,155956,10972,12,346,34,5,27328,1,0,3,7,0,0.175,0.07,1
53,95744,20882,36,502,21,2,11360,0,1,2,3,8,0.119,0.218,0
27,58455,30020,12,560,33,5,22625,3,0,1,1,8,0.387,0.514,0
32,184090,107621,60,323,3,4,44894,1,0,0,1,2,0.244,0.585,0
50,79219,90374,12,639,17,2,16471,3,1,1,6,3,0.208,1.141,0
41,70991,49912,24,711,25,4,39883,3,0,2,4,3,0.562,0.703,1
51,98616,17879,48,560,21,1,2703,2,0,2,7,9,0.027,0.181,0
44,112438,38798,60,585,32,1,76687,1,0,2,5,7,0.682,0.345,0
40,141841,112791,48,812,13,5,51570,3,0,2,2,5,0.364,0.795,0
57,165558,80791,60,385,30,1,69683,2,1,0,4,1,0.421,0.488,1
24,194934,71983,48,729,9,0,65524,0,1,3,7,3,0.336,0.369,1
48,83870,138922,24,330,23,2,34515,0,1,2,6,0,0.412,1.656,0
64,111694,16953,48,739,20,4,73768,1,0,1,0,2,0.66,0.152,0
40,68856,111410,12,648,7,5,15151,3,0,0,3,3,0.22,1.618,0
44,126407,130155,48,711,31,5,75866,1,0,0,6,7,0.6,1.03,1
52,56379,86029,60,827,30,1,49190,3,0,0,7,2,0.872,1.526,1
61,89729,9055,36,609,33,1,76812,2,1,1,0,4,0.856,0.101,1
56,184450,43170,48,695,22,4,56195,0,0,3,1,0,0.305,0.234,1
54,79353,104976,48,637,24,2,64108,0,0,1,6,3,0.808,1.323,0
56,39031,33251,48,736,6,2,18535,0,0,1,4,1,0.475,0.852,0
22,90982,140604,60,664,18,5,43050,0,1,1,7,3,0.473,1.545,1
35,61683,140996,48,412,6,4,32976,1,0,2,0,4,0.535,2.286,0
54,139091,53037,60,475,7,5,599,3,0,2,0,2,0.004,0.381,0
56,142797,97115,60,448,13,3,57948,1,0,1,5,5,0.406,0.68,0
26,173690,82926,36,477,0,2,59867,2,0,1,6,1,0.345,0.477,0
59,31587,75400,12,681,12,4,3709,0,0,2,0,4,0.117,2.387,0
62,87790,104525,60,522,2,4,24110,3,1,2,5,3,0.275,1.191,0
32,56480,106164,24,558,27,5,49365,1,0,3,5,4,0.874,1.88,0
23,176599,146774,48,488,14,1,5723,3,0,1,1,8,0.032,0.831,1
38,48569,111732,24,605,2,4,55704,1,0,0,7,5,1.147,2.3,0
60,36151,20385,48,677,3,5,27394,3,0,3,5,6,0.758,0.564,0
41,69739,14336,36,642,4,0,64120,3,0,0,1,7,0.919,0.206,0
35,57954,70421,60,455,25,1,10316,0,1,3,5,8,0.178,1.215,0
53,134373,41021,12,354,24,1,22622,1,0,1,5,4,0.168,0.305,0
55,191375,139854,60,741,9,2,24844,2,1,0,6,7,0.13,0.731,1
46,59700,122369,48,499,7,3,51560,3,1,2,6,1,0.864,2.05,0
28,148728,54111,12,702,11,2,59921,2,0,3,1,9,0.403,0.364,1
56,91788,94402,60,476,2,0,21162,0,0,0,0,8,0.231,1.028,0
50,96045,124774,12,748,26,5,28833,2,1,3,3,1,0.3,1.299,0
43,193914,47719,48,840,22,1,17206,3,0,1,4,4,0.089,0.246,0
62,169972,130695,36,600,32,1,51747,3,1,0,4,5,0.304,0.769,1
64,152992,139585,36,606,13,4,75827,3,1,0,1,3,0.496,0.912,0
34,105059,149407,60,566,22,3,77195,1,0,0,0,7,0.735,1.422,0
34,26881,109126,24,513,30,3,55387,2,0,3,6,9,2.06,4.06,0
22,189109,82658,48,782,12,4,25226,1,1,2,6,2,0.133,0.437,1
57,157702,36007,60,561,11,0,6500,3,0,2,3,4,0.041,0.228,0
25,45789,111833,60,366,34,3,1634,3,1,2,2,1,0.036,2.442,1
58,151083,123637,36,432,17,1,14059,0,1,1,6,2,0.093,0.818,0
61,113059,125721,12,839,20,0,70350,0,0,0,1,7,0.622,1.112,0
34,71151,98220,48,811,0,2,4076,3,1,2,2,4,0.057,1.38,1
59,134388,31393,12,510,8,2,38210,1,1,2,4,2,0.284,0.234,1
45,28262,62480,48,552,22,0,25931,1,1,0,4,4,0.918,2.211,0
40,91981,122243,24,337,13,1,32007,3,1,1,6,8,0.348,1.329,1
22,145951,93290,36,342,10,2,22744,2,1,3,3,2,0.156,0.639,0
59,148099,109263,24,704,6,5,30396,1,1,3,7,9,0.205,0.738,1
26,106972,145179,60,345,30,1,49954,3,0,3,3,6,0.467,1.357,1
37,100485,10993,36,753,23,4,66038,0,1,0,2,7,0.657,0.109,1
45,79722,98650,60,604,25,3,12756,3,1,1,7,4,0.16,1.237,1
48,114499,122595,24,532,29,0,79798,1,0,0,6,2,0.697,1.071,0
22,186004,57066,48,544,33,3,10605,3,0,3,4,5,0.057,0.307,0
55,31901,116850,60,594,4,4,22416,2,0,2,3,2,0.703,3.663,1
57,142473,47942,12,682,4,2,56558,2,1,2,3,8,0.397,0.336,0
25,33597,21138,48,457,18,5,37487,1,0,2,7,1,1.116,0.629,1
21,154631,123558,48,704,27,1,2870,3,1,3,4,2,0.019,0.799,1
60,88909,14190,24,300,25,1,4758,2,1,1,6,6,0.054,0.16,0
32,97391,97259,24,516,22,4,38736,2,1,3,4,9,0.398,0.999,0
56,164335,83422,36,806,29,0,77195,0,1,0,0,7,0.47,0.508,0
43,88293,87315,36,329,2,3,65138,1,0,1,5,4,0.738,0.989,0
51,181877,34086,12,819,27,5,50250,0,1,2,3,4,0.276,0.187,0
31,36874,130604,48,574,32,2,40558,0,1,1,2,4,1.1,3.542,0
30,111402,105814,12,791,2,0,53092,2,1,1,6,3,0.477,0.95,0
23,39079,124324,12,335,4,5,75121,3,1,3,1,8,1.922,3.181,0
34,97779,133921,24,610,18,5,55604,0,1,1,1,5,0.569,1.37,0
36,120408,8435,12,343,0,4,37039,1,1,3,4,7,0.308,0.07,0
30,165090,106505,12,454,8,4,69859,1,0,0,5,7,0.423,0.645,0
49,145606,58331,60,376,4,1,48745,3,0,1,6,4,0.335,0.401,0
30,145062,118457,36,737,33,2,5461,1,1,1,6,8,0.038,0.817,1
32,37100,57389,36,731,32,0,40831,0,1,1,2,1,1.101,1.547,1
50,82021,58014,48,841,24,1,51137,3,1,2,0,7,0.623,0.707,1
61,175872,35297,36,338,28,2,34030,1,1,3,7,2,0.193,0.201,1
21,153126,48890,48,538,24,3,5731,1,1,3,3,6,0.037,0.319,1
25,117446,26322,60,312,8,3,21500,0,0,2,0,8,0.183,0.224,1
40,54437,40739,36,421,2,1,75439,0,1,3,6,4,1.386,0.748,0
28,176014,145791,60,443,14,0,33117,0,0,0,2,7,0.188,0.828,0
63,45862,84553,36,754,3,2,31174,0,0,2,0,3,0.68,1.844,1
32,36669,13314,36,667,19,3,33208,3,0,3,4,0,0.906,0.363,1
21,146219,98831,60,546,22,3,79435,3,0,0,1,0,0.543,0.676,0
40,40916,80164,12,344,7,0,68688,3,0,3,4,5,1.679,1.959,0
48,35878,112658,12,674,32,1,25960,2,1,2,3,7,0.724,3.14,1
63,27985,82028,12,590,32,4,10247,0,1,3,4,9,0.366,2.931,1
57,66235,41113,12,506,6,5,26038,0,1,0,2,1,0.393,0.621,1
57,43931,122174,36,818,21,2,27770,3,1,0,6,3,0.632,2.781,1
32,117876,25365,24,541,4,3,72485,1,0,0,2,2,0.615,0.215,1
57,25336,44029,60,413,14,5,64654,1,0,3,3,8,2.552,1.738,0
64,67933,6737,24,601,20,5,67741,0,1,2,3,2,0.997,0.099,0
48,70536,136042,24,575,24,4,57773,0,0,3,1,7,0.819,1.929,0
35,94504,90474,48,395,16,5,52633,3,1,1,0,6,0.557,0.957,0
26,124214,83218,12,593,6,0,19564,0,0,2,1,0,0.158,0.67,1
64,138936,133692,36,659,18,1,78669,1,0,1,4,7,0.566,0.962,1
40,41279,133411,12,587,6,2,18114,1,0,3,0,8,0.439,3.232,0
34,128751,5294,12,453,23,0,32803,0,0,2,3,7,0.255,0.041,0
22,129433,29596,24,722,10,1,59341,3,1,1,2,9,0.458,0.229,0
29,96386,103185,48,349,0,0,23545,3,0,3,4,9,0.244,1.071,1
57,111124,16434,12,506,31,3,62759,1,1,2,7,0,0.565,0.148,0
40,130750,63382,60,512,1,3,76488,3,1,0,1,6,0.585,0.485,0
46,102485,43098,60,365,14,4,68071,1,0,0,6,8,0.664,0.421,1
49,99055,9655,12,531,20,0,53866,0,1,0,5,4,0.544,0.097,1
21,116911,88029,24,619,23,5,70499,1,1,1,5,1,0.603,0.753,1
55,123618,51228,24,436,16,3,78243,0,1,1,3,7,0.633,0.414,0
26,138892,8771,36,364,8,1,63153,3,1,3,6,8,0.455,0.063,1
57,96128,79099,48,813,34,4,12860,2,0,0,0,6,0.134,0.823,1
25,174180,125811,24,431,19,5,79783,2,0,1,5,4,0.458,0.722,0
53,77495,67257,36,633,18,2,17670,2,0,0,0,7,0.228,0.868,1
34,107806,22558,60,331,17,0,41280,1,0,3,2,5,0.383,0.209,0
32,118185,63436,60,797,19,3,61439,2,1,2,3,3,0.52,0.537,0
62,195591,112779,60,542,29,5,79423,1,1,1,7,0,0.406,0.577,0
40,74649,129891,12,491,0,1,35061,3,0,1,3,5,0.47,1.74,0
44,190596,37376,48,441,23,0,50764,0,0,2,4,7,0.266,0.196,1
63,189957,82924,36,490,23,1,23810,2,1,1,4,2,0.125,0.437,0
54,120402,34332,48,448,18,4,45588,1,0,3,6,6,0.379,0.285,0
45,55676,136001,12,715,29,3,15933,3,1,1,0,6,0.286,2.443,0
49,89093,51737,36,819,25,3,30034,3,0,1,7,8,0.337,0.581,1
59,104414,135912,36,315,28,4,1947,2,1,2,5,0,0.019,1.302,0
51,118095,94031,24,405,12,1,19715,3,1,3,5,4,0.167,0.796,1
63,97307,25991,48,582,3,0,30956,3,0,0,1,7,0.318,0.267,0
43,120432,32472,48,403,16,1,16303,3,0,0,7,2,0.135,0.27,1
64,56923,64946,24,660,32,0,24031,1,0,2,0,4,0.422,1.141,0
58,142449,6541,60,334,4,5,17977,3,1,3,5,0,0.126,0.046,1
40,72574,134237,12,412,27,4,42707,3,0,2,4,8,0.588,1.85,0
43,199463,7765,48,607,23,2,14465,3,0,2,4,3,0.073,0.039,0
36,146757,48074,24,352,16,0,75761,3,0,0,7,4,0.516,0.328,1
62,78664,107795,36,380,10,3,16640,3,0,3,4,2,0.212,1.37,1
28,92384,106387,24,668,11,5,31535,1,0,3,0,1,0.341,1.152,1
41,56027,136841,60,541,12,3,39280,3,1,2,3,6,0.701,2.442,0
21,191536,7972,12,330,7,5,2991,3,0,0,6,4,0.016,0.042,1
28,59485,108903,60,660,0,3,17801,0,0,3,1,9,0.299,1.831,0
49,175528,108579,36,532,8,1,7965,3,0,2,1,2,0.045,0.619,0
52,60554,44339,36,333,27,1,13730,3,0,1,4,1,0.227,0.732,1
58,71922,108376,36,542,1,1,29553,1,1,0,2,9,0.411,1.507,1
25,38409,47399,36,358,13,5,8301,3,1,3,7,5,0.216,1.234,0
42,61639,49013,24,828,12,5,18936,1,0,3,0,9,0.307,0.795,1
54,44692,32909,36,377,1,3,14155,2,0,3,7,5,0.317,0.736,1
21,114037,137385,36,601,3,0,48848,3,0,0,5,2,0.428,1.205,0
46,43074,143919,24,411,11,5,2042,0,1,2,7,8,0.047,3.341,1
63,171621,146002,36,712,9,3,18565,1,1,1,5,0,0.108,0.851,1
30,54963,8285,60,616,2,0,47602,2,0,3,7,2,0.866,0.151,0
50,77265,128637,60,444,3,1,37260,0,1,0,7,0,0.482,1.665,0
38,41061,40863,48,317,5,5,36326,1,1,3,6,6,0.885,0.995,0
37,184882,136627,60,650,22,2,42581,2,1,2,3,1,0.23,0.739,1
46,138502,26323,12,454,4,1,3658,0,1,1,4,3,0.026,0.19,0
28,47800,75968,12,805,2,4,37548,3,1,3,2,3,0.786,1.589,0
60,141192,58915,12,659,9,0,19668,0,1,0,4,7,0.139,0.417,0
32,132228,114543,24,631,18,2,40285,0,0,2,7,3,0.305,0.866,0
47,53054,146691,60,827,13,1,22546,0,1,1,7,2,0.425,2.765,1
28,38233,113500,12,311,20,5,37874,1,0,0,2,9,0.991,2.969,0
45,181140,116266,48,374,27,2,51318,3,1,3,1,2,0.283,0.642,1
24,90727,31739,24,511,20,3,37165,3,0,0,2,4,0.41,0.35,0
53,115610,133041,48,582,23,0,62970,1,1,1,1,5,0.545,1.151,1
21,95453,58019,60,494,16,4,56820,0,0,2,1,6,0.595,0.608,0
39,129135,12373,36,329,21,3,45411,3,0,2,7,4,0.352,0.096,1
51,181904,25187,48,308,18,2,75998,0,1,3,0,6,0.418,0.138,0
36,133464,72863,36,608,9,1,36479,3,0,3,6,3,0.273,0.546,0
34,38682,102927,24,744,10,0,39906,1,0,3,2,4,1.032,2.661,0
25,179455,89085,48,609,1,5,73198,2,1,3,3,5,0.408,0.496,0
61,83160,122996,48,725,32,4,72940,0,0,1,3,8,0.877,1.479,0
46,48666,44220,24,390,30,1,42605,3,1,3,2,5,0.875,0.909,1
48,83817,135503,24,755,34,4,9542,3,0,0,6,9,0.114,1.617,1
22,116198,12642,12,743,22,5,27774,3,0,1,0,0,0.239,0.109,1
26,190714,84971,60,378,25,0,8556,1,1,1,3,6,0.045,0.446,0
29,66830,60556,48,774,24,2,46123,1,0,3,4,2,0.69,0.906,1
53,35234,43192,48,402,16,4,78342,2,0,1,3,5,2.223,1.226,0
61,82616,140453,24,755,14,0,42586,1,1,0,7,1,0.515,1.7,0
45,34221,35782,24,613,3,4,14864,0,1,1,0,6,0.434,1.046,1
33,167482,9782,60,546,21,1,58989,1,1,1,1,0,0.352,0.058,0
29,26051,65030,24,533,16,4,56093,3,0,0,1,1,2.153,2.496,1
33,135529,61411,36,534,21,1,33749,0,0,0,1,8,0.249,0.453,1
51,101918,102469,36,686,16,1,59739,1,1,1,7,8,0.586,1.005,0
61,103116,51950,36,337,13,0,42996,0,0,2,0,6,0.417,0.504,0
31,147226,138595,36,460,13,3,17305,0,0,1,1,1,0.118,0.941,0
24,69757,145749,60,761,16,5,77474,1,0,0,6,4,1.111,2.089,0
54,146008,140653,48,748,7,4,16318,0,0,0,1,3,0.112,0.963,0
58,156379,147979,36,416,33,2,52810,3,0,0,0,1,0.338,0.946,0
24,81889,141681,24,540,25,1,37820,3,1,2,7,1,0.462,1.73,0
58,60944,55539,36,325,29,3,61800,1,1,0,4,9,1.014,0.911,0
39,124555,27936,60,597,21,1,70942,1,0,3,3,7,0.57,0.224,0
26,63134,55182,24,453,15,3,20661,3,0,3,0,4,0.327,0.874,0
54,183395,116259,36,767,29,3,30816,1,0,2,0,7,0.168,0.634,1
38,50954,100042,48,348,15,2,12850,3,1,0,2,1,0.252,1.963,1
33,114959,18163,24,345,23,3,78137,0,1,0,1,1,0.68,0.158,1
61,29992,148609,24,584,34,2,65057,1,1,3,5,2,2.169,4.955,1
43,26961,27419,48,381,5,0,39866,2,1,3,4,9,1.479,1.017,1
39,37497,126211,24,343,3,1,26644,3,1,1,5,7,0.711,3.366,1
31,188623,127762,36,572,17,2,52919,3,0,2,2,7,0.281,0.677,0
21,38255,5834,24,693,5,5,27428,0,0,1,4,2,0.717,0.153,1
44,160639,37214,36,357,25,1,58491,2,0,2,1,0,0.364,0.232,0
27,73847,7413,48,300,26,5,33380,2,0,0,5,6,0.452,0.1,0
45,45389,14505,12,515,10,4,72822,2,1,0,7,3,1.604,0.32,1
41,148802,107802,48,616,15,5,75604,3,0,2,1,2,0.508,0.724,1
35,86576,138177,36,527,18,0,75341,3,0,1,1,4,0.87,1.596,1
21,68919,133303,60,772,14,4,3017,2,0,3,3,5,0.044,1.934,1
32,28358,119897,48,783,25,4,9926,1,0,2,4,0,0.35,4.228,1
27,113535,63408,60,586,30,3,44508,2,1,2,4,8,0.392,0.558,0
35,130982,121908,60,810,18,5,23486,0,1,2,2,5,0.179,0.931,1
41,30698,84731,36,757,23,3,29511,2,0,0,7,2,0.961,2.76,1
39,91809,70131,36,394,8,5,10002,2,0,2,0,0,0.109,0.764,0
49,118079,69280,12,792,22,4,48586,2,0,0,1,8,0.411,0.587,1
45,80805,20762,24,449,3,3,68737,1,0,3,1,1,0.851,0.257,0
53,187421,122798,48,322,9,1,64668,2,1,3,5,9,0.345,0.655,0
52,100033,121854,36,514,8,5,27048,2,1,1,2,5,0.27,1.218,1
55,123239,63703,48,698,18,5,40324,3,0,0,4,5,0.327,0.517,1
64,155407,68079,60,709,14,3,66877,2,0,3,3,2,0.43,0.438,1
58,69041,26577,24,430,33,5,79517,0,1,3,4,5,1.152,0.385,0
46,56954,6214,12,447,18,4,74232,3,1,1,3,1,1.303,0.109,1
31,33002,91339,48,680,20,3,14525,1,0,1,3,7,0.44,2.768,1
55,94783,53114,24,408,33,3,52634,3,0,1,4,0,0.555,0.56,0
28,132524,68230,12,420,16,2,61491,1,0,0,5,5,0.464,0.515,0
34,149857,72194,48,594,17,2,5565,1,1,2,1,0,0.037,0.482,0
30,44738,117333,24,419,16,4,72053,0,1,0,3,8,1.611,2.623,0
22,35703,42792,36,755,1,1,14287,2,1,1,5,8,0.4,1.199,0
29,138776,50807,48,829,0,5,77365,0,1,2,2,5,0.557,0.366,0
23,168464,130266,24,468,9,0,2422,3,1,3,2,5,0.014,0.773,1
41,69724,141213,12,442,4,5,29060,1,0,0,3,8,0.417,2.025,0
46,57299,109292,24,336,11,0,41633,3,0,1,1,4,0.727,1.907,0
28,40641,127984,36,560,30,4,71521,1,0,1,3,8,1.76,3.149,0
22,104534,18777,48,530,8,1,13790,3,0,2,2,4,0.132,0.18,1
26,31305,43346,48,553,25,1,25168,1,1,0,6,3,0.804,1.385,0
48,43782,59703,48,628,14,1,24019,0,0,3,2,1,0.549,1.364,1
49,103257,99977,36,596,15,2,43739,1,1,3,4,1,0.424,0.968,0
46,102963,52819,12,309,12,4,3668,2,1,2,6,0,0.036,0.513,1
45,146987,139917,48,745,24,0,76280,0,0,2,1,9,0.519,0.952,0
32,176638,115186,12,529,29,1,28754,2,0,3,4,2,0.163,0.652,0
25,149591,28290,24,835,6,4,55614,3,0,2,6,0,0.372,0.189,1
54,92766,117551,12,377,3,5,4509,3,0,2,5,5,0.049,1.267,1
57,31511,103682,12,724,29,0,2500,1,0,0,6,6,0.079,3.29,0
35,139816,139365,48,492,9,2,75440,1,0,2,5,8,0.54,0.997,0
64,182249,123017,60,700,29,3,26921,3,1,1,5,6,0.148,0.675,0
56,29765,124496,60,408,6,0,54551,0,1,1,6,3,1.833,4.183,0
35,176426,62089,36,562,34,5,16683,2,1,1,6,3,0.095,0.352,1
63,48929,133713,36,628,23,0,77952,3,0,2,0,7,1.593,2.733,0
43,184892,21619,60,662,19,0,14833,0,1,3,6,3,0.08,0.117,1
26,136576,83006,24,677,31,3,18290,2,0,1,5,0,0.134,0.608,1
64,185595,19779,48,640,25,1,14003,1,0,0,3,8,0.075,0.107,0
63,96088,26630,48,558,25,5,71656,0,1,2,4,2,0.746,0.277,1
41,102525,110575,24,634,34,3,41253,0,1,3,5,0,0.402,1.079,0
43,38780,120436,24,384,34,0,79787,3,0,3,1,8,2.057,3.106,0
63,31589,148250,60,821,11,5,51025,2,0,2,7,9,1.615,4.693,0
36,190884,27784,36,607,32,2,71708,3,1,2,6,9,0.376,0.146,0
35,118664,117167,24,561,13,0,22706,1,1,0,5,4,0.191,0.987,0
45,129188,72359,36,751,32,2,42732,1,1,2,3,8,0.331,0.56,1
56,118326,83608,12,550,23,4,76591,2,1,2,7,2,0.647,0.707,0
31,65953,20111,48,623,14,2,32716,2,1,3,6,5,0.496,0.305,0
35,90785,29161,60,528,30,0,6880,2,1,1,3,6,0.076,0.321,0
24,44309,123920,48,596,16,3,28949,3,0,1,7,4,0.653,2.797,0
41,79195,109823,60,536,11,0,66064,2,1,3,7,7,0.834,1.387,0
33,50901,130014,12,516,21,0,43093,2,0,2,3,9,0.847,2.554,0
42,179648,135466,48,545,22,4,22844,3,0,0,3,5,0.127,0.754,0
39,187580,72313,12,747,25,1,22360,1,1,1,3,5,0.119,0.386,1
54,50464,85308,60,618,13,0,43322,1,1,2,1,6,0.858,1.69,0
34,41260,51389,24,731,11,4,20704,0,1,1,0,7,0.502,1.245,1
24,149997,112800,48,703,3,3,52646,1,0,3,2,1,0.351,0.752,0
47,60440,143562,12,336,12,4,48181,2,0,1,0,6,0.797,2.375,0
49,120082,124547,48,641,17,4,30589,1,1,3,2,8,0.255,1.037,1
48,130583,29502,48,688,27,2,9212,3,1,3,4,0,0.071,0.226,1
55,81683,40757,48,333,18,1,13850,1,0,3,6,0,0.17,0.499,1
28,149206,46111,36,338,2,1,39767,1,0,0,3,6,0.267,0.309,0
36,197502,103273,12,508,18,5,7322,0,1,2,4,4,0.037,0.523,0
62,158059,63645,12,451,19,3,35911,0,1,3,4,0,0.227,0.403,0
56,181177,115218,48,664,24,5,46580,2,1,3,6,0,0.257,0.636,0
50,103484,64055,24,498,10,4,50622,3,0,1,2,1,0.489,0.619,1
38,169098,124815,48,378,16,3,5678,2,0,2,1,9,0.034,0.738,0
22,93309,145070,36,776,34,3,65265,3,1,0,3,8,0.699,1.555,0
33,70927,106026,60,733,13,1,66918,3,1,0,7,2,0.943,1.495,1
24,67946,75192,36,331,18,1,21780,0,1,1,5,8,0.321,1.107,0
46,151503,57021,24,386,2,1,27506,1,0,0,6,5,0.182,0.376,0
45,166449,34092,48,692,33,0,42296,1,0,1,7,9,0.254,0.205,1
50,78592,137314,12,543,21,4,39882,0,0,2,6,5,0.507,1.747,1
31,163419,111843,48,531,26,3,60510,2,1,1,7,6,0.37,0.684,0
27,58776,137903,24,491,20,4,42202,1,1,1,4,9,0.718,2.346,0
51,159855,55721,12,839,30,3,1705,2,1,3,0,7,0.011,0.349,1
64,80798,33511,36,569,26,3,71533,1,0,0,7,2,0.885,0.415,0
30,160370,77782,60,376,1,5,40730,2,0,2,3,7,0.254,0.485,1
59,95204,102003,60,466,8,3,31051,3,0,2,7,5,0.326,1.071,1
33,111207,60568,48,583,18,3,77665,3,1,3,1,5,0.698,0.545,1
51,125356,139304,36,388,9,2,50467,1,1,1,3,2,0.403,1.111,0
27,85652,107062,24,843,6,2,30785,2,0,2,5,5,0.359,1.25,0
62,190556,109301,60,455,3,5,29402,2,1,2,5,7,0.154,0.574,0
62,154572,56507,36,549,14,0,2704,3,1,1,4,6,0.017,0.366,1
56,45922,129277,48,394,11,1,27027,2,0,1,7,9,0.589,2.815,1
40,190100,134999,12,316,5,3,59092,0,0,2,0,9,0.311,0.71,0
24,176388,105128,48,416,8,4,5725,2,0,1,4,6,0.032,0.596,0
27,101996,15683,48,632,34,2,64105,3,0,0,1,2,0.629,0.154,0
21,173040,28664,36,821,7,1,25223,0,0,2,2,9,0.146,0.166,1
64,55266,107364,60,379,6,0,27384,0,1,1,5,2,0.495,1.943,0
62,180072,69340,36,731,3,1,62993,2,0,2,0,4,0.35,0.385,1
33,170083,92236,12,502,12,3,30027,3,1,2,5,4,0.177,0.542,0
42,27866,16017,36,415,18,1,12767,3,1,3,1,8,0.458,0.575,1
41,137669,41613,24,519,6,3,18354,3,0,0,1,8,0.133,0.302,1
42,30898,35348,48,552,9,5,48777,0,0,0,7,9,1.579,1.144,0
48,43395,14491,60,468,24,2,21901,3,1,3,5,4,0.505,0.334,1
29,195091,126070,12,615,34,2,49966,0,1,3,4,4,0.256,0.646,0
46,29006,63759,48,671,24,3,68637,0,1,2,5,5,2.366,2.198,1
29,190465,137040,36,455,28,4,16515,1,0,0,7,7,0.087,0.72,1
35,35956,5368,24,312,11,2,24806,2,1,3,4,5,0.69,0.149,0
30,162150,40010,36,807,11,4,3573,3,0,1,5,5,0.022,0.247,1
44,185703,40851,48,764,5,3,41941,0,0,2,4,8,0.226,0.22,1
62,120676,127761,12,519,9,5,43915,2,1,0,7,0,0.364,1.059,1
28,146724,132152,60,314,1,3,53780,0,0,2,2,3,0.367,0.901,0
44,87901,83858,48,416,24,5,5060,2,1,2,3,9,0.058,0.954,0
36,132227,72005,12,630,6,2,49094,0,1,1,3,9,0.371,0.545,0
46,142192,42493,48,355,22,4,56899,3,0,1,4,1,0.4,0.299,0
47,197646,15292,24,650,10,3,55421,1,0,3,4,8,0.28,0.077,0
57,56417,97377,36,431,22,2,45610,1,1,1,6,2,0.808,1.726,0
24,113020,106735,60,525,6,5,10933,1,0,0,6,9,0.097,0.944,0
44,108639,27912,12,607,26,3,72168,0,0,3,2,1,0.664,0.257,0
39,119881,85771,60,774,12,5,43898,2,1,0,7,7,0.366,0.715,0
56,195526,112293,60,521,16,1,5589,3,0,0,3,3,0.029,0.574,0
59,157659,104083,60,472,31,5,11612,3,1,3,2,1,0.074,0.66,0
30,146688,118655,12,639,25,1,47611,0,1,1,6,3,0.325,0.809,1
